file,code,label
CWE78_OS_Command_Injection__char_listen_socket_system_07.c,"    if (SYSTEM(data) != 0)
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_short_43.cpp,"        short shortData = (short)data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_char_alloca_31.cpp,"        delete data;
",1
CWE190_Integer_Overflow__short_fscanf_preinc_07.c,"            ++data;
",1
CWE190_Integer_Overflow__short_rand_multiply_84_bad.cpp,"        short result = data * 2;
",1
CWE369_Divide_by_Zero__int_fgets_modulo_83_bad.cpp,"    printIntLine(100 % data);
",1
CWE190_Integer_Overflow__int_fgets_multiply_14.c,"            int result = data * 2;
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_rand_18.c,"            myString = (char *)malloc(data*sizeof(char));
",1
CWE476_NULL_Pointer_Dereference__binary_if_01.c,"        if ((twoIntsStructPointer != NULL) & (twoIntsStructPointer->intOne == 5))
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_alloca_13.cpp,"    delete [] data;
",1
CWE690_NULL_Deref_From_Return__char_calloc_73a.cpp,"    char * data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int_alloca_32.cpp,"        delete [] data;
",1
CWE78_OS_Command_Injection__char_environment_execl_84_bad.cpp,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE369_Divide_by_Zero__int_fgets_modulo_11.c,"        printIntLine(100 % data);
",1
CWE476_NULL_Pointer_Dereference__int64_t_64a.c,"    data = NULL;
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_04.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__int_connect_socket_multiply_82_bad.cpp,"        int result = data * 2;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_listen_socket_21.cpp,"                myString = new char[data];
",1
CWE416_Use_After_Free__new_delete_char_01.cpp,"    printHexCharLine(*data);
",1
CWE134_Uncontrolled_Format_String__char_file_printf_12.c,"        printf(data);
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_add_61a.c,"        unsigned int result = data + 1;
",1
CWE416_Use_After_Free__new_delete_struct_43.cpp,"    printStructLine(data);
",1
CWE190_Integer_Overflow__int64_t_fscanf_preinc_61a.c,"        ++data;
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_partial_init_43.cpp,"            printIntLine(data[i].intTwo);
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_43.cpp,"        vprintf(data, args);
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_preinc_11.c,"            ++data;
",1
CWE401_Memory_Leak__int_malloc_82a.cpp,"{
",1
CWE563_Unused_Variable__unused_uninit_variable_int64_t_84a.cpp,"
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_struct_alloca_02.cpp,"    delete [] data;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_connect_socket_05.cpp,"                myString = new char[data];
",1
CWE78_OS_Command_Injection__char_connect_socket_popen_43.cpp,"        pipe = POPEN(data, ""w"");
",1
CWE369_Divide_by_Zero__int_listen_socket_divide_66a.c,"    int data;
",1
CWE190_Integer_Overflow__int64_t_rand_preinc_67a.c,"    int64_t data;
",1
CWE134_Uncontrolled_Format_String__char_file_vprintf_45.c,"        vprintf(data, args);
",1
CWE590_Free_Memory_Not_on_Heap__delete_struct_declare_05.cpp,"    delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_class_static_04.cpp,"    delete [] data;
",1
CWE134_Uncontrolled_Format_String__char_environment_vprintf_21.c,"            vprintf(data, args);
",1
CWE190_Integer_Overflow__unsigned_int_rand_add_32.c,"            unsigned int result = data + 1;
",1
CWE190_Integer_Overflow__char_max_multiply_52a.c,"    char data;
",1
CWE190_Integer_Overflow__int_listen_socket_add_53a.c,"{
",1
CWE457_Use_of_Uninitialized_Variable__int_array_declare_partial_init_05.c,"                printIntLine(data[i]);
",1
CWE415_Double_Free__new_delete_array_int64_t_42.cpp,"    delete [] data;
",1
CWE190_Integer_Overflow__int_fgets_square_84_bad.cpp,"        int result = data * data;
",1
CWE78_OS_Command_Injection__char_console_execl_07.c,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE190_Integer_Overflow__int_rand_postinc_61a.c,"        data++;
",1
CWE190_Integer_Overflow__int_fscanf_multiply_15.c,"            int result = data * 2;
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_connect_socket_42.c,"            myString = (char *)malloc(data*sizeof(char));
",1
CWE134_Uncontrolled_Format_String__char_listen_socket_vprintf_12.c,"        vprintf(data, args);
",1
CWE190_Integer_Overflow__short_max_square_21.c,"            short result = data * data;
",1
CWE190_Integer_Overflow__int_connect_socket_add_44.c,"        int result = data + 1;
",1
CWE476_NULL_Pointer_Dereference__deref_after_check_12.c,"                printIntLine(*intPointer);
",1
CWE190_Integer_Overflow__char_max_postinc_09.c,"            data++;
",1
CWE197_Numeric_Truncation_Error__int_connect_socket_to_char_12.c,"        char charData = (char)data;
",1
CWE415_Double_Free__malloc_free_struct_61a.c,"    free(data);
",1
CWE78_OS_Command_Injection__char_environment_popen_04.c,"        pipe = POPEN(data, ""w"");
",1
CWE134_Uncontrolled_Format_String__char_connect_socket_vfprintf_14.c,"        vfprintf(stdout, data, args);
",1
CWE190_Integer_Overflow__unsigned_int_rand_preinc_16.c,"            ++data;
",1
CWE369_Divide_by_Zero__int_listen_socket_divide_53a.c,"
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_06.c,"                printIntLine(data[i].intOne);
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_declare_partial_init_09.c,"                printIntLine(data[i].intOne);
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_declare_09.cpp,"    delete [] data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_declare_12.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int64_t_rand_add_18.c,"        int64_t result = data + 1;
",1
CWE369_Divide_by_Zero__int_connect_socket_divide_33.cpp,"        printIntLine(100 / data);
",1
CWE190_Integer_Overflow__char_rand_multiply_04.c,"            char result = data * 2;
",1
CWE415_Double_Free__new_delete_int_83a.cpp,"
",1
CWE134_Uncontrolled_Format_String__char_connect_socket_vprintf_42.c,"        vprintf(data, args);
",1
CWE190_Integer_Overflow__char_rand_add_73a.cpp,"    list<char> dataList;
",1
CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_64a.c,"}
",1
CWE369_Divide_by_Zero__float_fgets_61a.c,"        int result = (int)(100.0 / data);
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_class_declare_74a.cpp,"    map<int, TwoIntsClass *> dataMap;
",1
CWE134_Uncontrolled_Format_String__char_connect_socket_fprintf_17.c,"        fprintf(stdout, data);
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_alloca_13.cpp,"    delete data;
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_10.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__int_fscanf_add_01.c,"        int result = data + 1;
",1
CWE78_OS_Command_Injection__char_file_execlp_01.c,"    EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE190_Integer_Overflow__unsigned_int_max_add_15.c,"        unsigned int result = data + 1;
",1
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_02.c,"        short shortData = (short)data;
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_07.c,"            unsigned int result = data * data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_declare_04.cpp,"    delete [] data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_class_static_01.cpp,"    delete [] data;
",1
CWE190_Integer_Overflow__int64_t_max_square_45.c,"        int64_t result = data * data;
",1
CWE457_Use_of_Uninitialized_Variable__double_array_alloca_partial_init_03.c,"                printDoubleLine(data[i]);
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_04.c,"        char charData = (char)data;
",1
CWE369_Divide_by_Zero__int_zero_divide_07.c,"        printIntLine(100 / data);
",1
CWE190_Integer_Overflow__unsigned_int_rand_add_84_bad.cpp,"        unsigned int result = data + 1;
",1
CWE563_Unused_Variable__unused_value_struct_82_bad.cpp,"    data.intOne = 1;
",1
CWE590_Free_Memory_Not_on_Heap__delete_char_static_44.cpp,"    delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_declare_14.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int64_t_rand_add_21.c,"            int64_t result = data + 1;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_int_alloca_81_bad.cpp,"    delete [] data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_placement_new_68a.cpp,"    {
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_fscanf_12.cpp,"                myString = new char[data];
",1
CWE590_Free_Memory_Not_on_Heap__delete_char_static_45.cpp,"    delete data;
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_31.c,"            char charData = (char)data;
",1
CWE190_Integer_Overflow__int_connect_socket_add_45.c,"        int result = data + 1;
",1
CWE78_OS_Command_Injection__char_connect_socket_popen_33.cpp,"            pipe = POPEN(data, ""w"");
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_62a.cpp,"        unsigned int result = data * data;
",1
CWE197_Numeric_Truncation_Error__short_fgets_83a.cpp,"    goodG2B();
",1
CWE401_Memory_Leak__malloc_realloc_int64_t_16.c,"            data = (int64_t *)realloc(data, (130000)*sizeof(int64_t));
",1
CWE190_Integer_Overflow__int_max_postinc_45.c,"        data++;
",1
CWE369_Divide_by_Zero__float_listenSocket_64a.c,"    {
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_14.c,"        vprintf(data, args);
",1
CWE197_Numeric_Truncation_Error__int_large_to_char_22a.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__int_connect_socket_multiply_52a.c,"    int data;
",1
CWE252_Unchecked_Return_Value__char_putc_01.c,"    putc((int)'A', stdout);
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_declare_73a.cpp,"    list<int64_t *> dataList;
",1
CWE415_Double_Free__new_delete_array_int_34.cpp,"        delete [] data;
",1
CWE416_Use_After_Free__return_freed_ptr_02.c,"        return reversedString;
",1
CWE590_Free_Memory_Not_on_Heap__delete_struct_alloca_04.cpp,"    delete data;
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_21.c,"            unsigned int result = data * data;
",1
CWE197_Numeric_Truncation_Error__int_rand_to_char_22a.c,"        char charData = (char)data;
",1
CWE563_Unused_Variable__unused_value_int_03.c,"        data = 10;
",1
CWE369_Divide_by_Zero__float_connect_socket_17.c,"            int result = (int)(100.0 / data);
",1
CWE190_Integer_Overflow__int_fgets_add_33.cpp,"            int result = data + 1;
",1
CWE190_Integer_Overflow__int64_t_max_preinc_65a.c,"{
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_alloca_no_init_15.c,"            printIntLine(data[i].intOne);
",1
CWE197_Numeric_Truncation_Error__short_rand_67a.c,"    short data;
",1
CWE190_Integer_Overflow__int_rand_preinc_45.c,"        ++data;
",1
CWE190_Integer_Overflow__char_max_square_17.c,"            char result = data * data;
",1
CWE457_Use_of_Uninitialized_Variable__double_array_declare_no_init_13.c,"                printDoubleLine(data[i]);
",1
CWE78_OS_Command_Injection__char_listen_socket_system_01.c,"    if (SYSTEM(data) != 0)
",1
CWE190_Integer_Overflow__int_connect_socket_add_16.c,"            int result = data + 1;
",1
CWE190_Integer_Overflow__int_fgets_postinc_31.c,"            data++;
",1
CWE415_Double_Free__malloc_free_long_17.c,"        free(data);
",1
CWE190_Integer_Overflow__char_max_preinc_15.c,"        ++data;
",1
CWE78_OS_Command_Injection__char_environment_execl_06.c,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE690_NULL_Deref_From_Return__char_calloc_83a.cpp,"
",1
CWE415_Double_Free__new_delete_int_66a.cpp,"    int * data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_struct_alloca_65a.cpp,"{
",1
CWE369_Divide_by_Zero__float_listenSocket_01.c,"        int result = (int)(100.0 / data);
",1
CWE369_Divide_by_Zero__int_fgets_divide_44.c,"    printIntLine(100 / data);
",1
CWE369_Divide_by_Zero__float_connect_socket_10.c,"            int result = (int)(100.0 / data);
",1
CWE134_Uncontrolled_Format_String__char_console_fprintf_42.c,"    fprintf(stdout, data);
",1
CWE590_Free_Memory_Not_on_Heap__free_struct_alloca_09.c,"    free(data);
",1
CWE190_Integer_Overflow__unsigned_int_max_postinc_11.c,"            data++;
",1
CWE401_Memory_Leak__malloc_realloc_int_05.c,"            data = (int *)realloc(data, (130000)*sizeof(int));
",1
CWE78_OS_Command_Injection__char_connect_socket_execl_33.cpp,"        EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE415_Double_Free__new_delete_array_char_62a.cpp,"    delete [] data;
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_rand_81_bad.cpp,"            myString = (char *)malloc(data*sizeof(char));
",1
CWE190_Integer_Overflow__int_listen_socket_add_18.c,"        int result = data + 1;
",1
CWE476_NULL_Pointer_Dereference__char_68a.c,"    char * data;
",1
CWE78_OS_Command_Injection__char_console_execl_09.c,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_partial_init_18.c,"            printIntLine(data[i].intOne);
",1
CWE134_Uncontrolled_Format_String__char_console_vfprintf_72a.cpp,"    char dataBuffer[100] = """";
",1
CWE457_Use_of_Uninitialized_Variable__twointsclass_13.cpp,"        printIntLine(data.intOne);
",1
CWE190_Integer_Overflow__short_max_preinc_10.c,"            ++data;
",1
CWE197_Numeric_Truncation_Error__short_rand_13.c,"        char charData = (char)data;
",1
CWE690_NULL_Deref_From_Return__int64_t_realloc_31.c,"        data[0] = 5LL;
",1
CWE190_Integer_Overflow__unsigned_int_max_postinc_10.c,"            data++;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_listen_socket_09.cpp,"                myString = new char[data];
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_struct_static_68a.cpp,"    {
",1
CWE190_Integer_Overflow__int_listen_socket_multiply_53a.c,"    int data;
",1
CWE415_Double_Free__malloc_free_char_63a.c,"{
",1
CWE590_Free_Memory_Not_on_Heap__free_char_alloca_34.c,"        free(data);
",1
CWE190_Integer_Overflow__char_fscanf_square_21.c,"            char result = data * data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_long_declare_31.cpp,"        delete [] data;
",1
CWE134_Uncontrolled_Format_String__char_connect_socket_vfprintf_83_bad.cpp,"        vfprintf(stdout, data, args);
",1
CWE590_Free_Memory_Not_on_Heap__delete_long_static_12.cpp,"    delete data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_alloca_07.cpp,"    delete data;
",1
CWE78_OS_Command_Injection__char_console_system_44.c,"    if (SYSTEM(data) != 0)
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_rand_03.c,"                myString = (char *)malloc(data*sizeof(char));
",1
CWE190_Integer_Overflow__char_max_postinc_34.c,"            data++;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_placement_new_04.cpp,"    delete data;
",1
CWE369_Divide_by_Zero__int_fscanf_modulo_45.c,"    printIntLine(100 % data);
",1
CWE190_Integer_Overflow__int64_t_fscanf_multiply_01.c,"        int64_t result = data * 2;
",1
CWE197_Numeric_Truncation_Error__int_large_to_short_66a.c,"    int dataArray[5];
",1
CWE369_Divide_by_Zero__int_connect_socket_divide_04.c,"        printIntLine(100 / data);
",1
CWE78_OS_Command_Injection__char_file_execl_02.c,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE369_Divide_by_Zero__int_fgets_divide_61a.c,"    printIntLine(100 / data);
",1
CWE457_Use_of_Uninitialized_Variable__new_double_array_no_init_03.cpp,"                printDoubleLine(data[i]);
",1
CWE134_Uncontrolled_Format_String__char_file_snprintf_18.c,"        SNPRINTF(dest, 100-1, data);
",1
CWE688_Function_Call_With_Incorrect_Variable_or_Reference_as_Argument__basic_05.c,"            sprintf(dest, ""%s"", intFive);
",1
CWE369_Divide_by_Zero__float_zero_15.c,"        int result = (int)(100.0 / data);
",1
CWE190_Integer_Overflow__int_fscanf_multiply_14.c,"            int result = data * 2;
",1
CWE190_Integer_Overflow__int64_t_fscanf_square_43.cpp,"        int64_t result = data * data;
",1
CWE590_Free_Memory_Not_on_Heap__free_struct_alloca_82_bad.cpp,"    free(data);
",1
CWE457_Use_of_Uninitialized_Variable__struct_array_malloc_no_init_15.c,"            printIntLine(data[i].intOne);
",1
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_62a.cpp,"        short shortData = (short)data;
",1
CWE690_NULL_Deref_From_Return__char_realloc_73a.cpp,"    char * data;
",1
CWE190_Integer_Overflow__int_listen_socket_preinc_66a.c,"    int dataArray[5];
",1
CWE197_Numeric_Truncation_Error__short_fscanf_02.c,"        char charData = (char)data;
",1
CWE369_Divide_by_Zero__int_fgets_divide_07.c,"        printIntLine(100 / data);
",1
CWE415_Double_Free__new_delete_class_18.cpp,"    delete data;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_connect_socket_61a.cpp,"            myString = new char[data];
",1
CWE78_OS_Command_Injection__char_listen_socket_execlp_81a.cpp,"#endif
",1
CWE690_NULL_Deref_From_Return__long_calloc_14.c,"        data[0] = 5L;
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_06.c,"            unsigned int result = data * data;
",1
CWE467_Use_of_sizeof_on_Pointer_Type__char_03.c,"            badChar = (char *)malloc(sizeof(badChar));
",1
CWE78_OS_Command_Injection__char_console_popen_11.c,"        pipe = POPEN(data, ""w"");
",1
CWE415_Double_Free__new_delete_array_class_63a.cpp,"{
",1
CWE415_Double_Free__new_delete_array_class_31.cpp,"        delete [] data;
",1
CWE690_NULL_Deref_From_Return__int64_t_realloc_42.c,"    data[0] = 5LL;
",1
CWE78_OS_Command_Injection__char_file_popen_03.c,"        pipe = POPEN(data, ""w"");
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_static_67a.cpp,"    int64_t * data;
",1
CWE190_Integer_Overflow__int64_t_max_add_81a.cpp,"    data = 0LL;
",1
CWE197_Numeric_Truncation_Error__short_rand_61a.c,"        char charData = (char)data;
",1
CWE190_Integer_Overflow__int_max_multiply_33.cpp,"            int result = data * 2;
",1
CWE190_Integer_Overflow__int_listen_socket_square_52a.c,"{
",1
CWE190_Integer_Overflow__int64_t_fscanf_add_66a.c,"    int64_t data;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_rand_68a.cpp,"    badData = data;
",1
CWE190_Integer_Overflow__int64_t_fscanf_multiply_67a.c,"    int64_t data;
",1
CWE190_Integer_Overflow__int_rand_preinc_53a.c,"{
",1
CWE190_Integer_Overflow__int_rand_multiply_14.c,"            int result = data * 2;
",1
CWE78_OS_Command_Injection__char_file_execl_82a.cpp,"    data = dataBuffer;
",1
CWE252_Unchecked_Return_Value__char_remove_03.c,"        REMOVE(""removemebad.txt"");
",1
CWE190_Integer_Overflow__short_max_preinc_54a.c,"{
",1
CWE369_Divide_by_Zero__int_rand_modulo_21.c,"        printIntLine(100 % data);
",1
CWE190_Integer_Overflow__int_rand_preinc_44.c,"        ++data;
",1
CWE78_OS_Command_Injection__char_connect_socket_popen_73a.cpp,"{
",1
CWE587_Assignment_of_Fixed_Address_to_Pointer__basic_16.c,"            char *charPointer = (char*)0x400000;
",1
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_66a.c,"    int dataArray[5];
",1
CWE190_Integer_Overflow__short_max_postinc_32.c,"            data++;
",1
CWE789_Uncontrolled_Mem_Alloc__new_char_fgets_15.cpp,"            myString = new char[data];
",1
CWE190_Integer_Overflow__unsigned_int_max_postinc_05.c,"            data++;
",1
CWE416_Use_After_Free__malloc_free_char_13.c,"        printLine(data);
",1
CWE190_Integer_Overflow__int_connect_socket_square_65a.c,"{
",1
CWE415_Double_Free__malloc_free_char_08.c,"        free(data);
",1
CWE190_Integer_Overflow__unsigned_int_rand_multiply_34.c,"            unsigned int result = data * 2;
",1
CWE134_Uncontrolled_Format_String__char_file_vfprintf_83_bad.cpp,"        vfprintf(stdout, data, args);
",1
CWE190_Integer_Overflow__short_fscanf_multiply_54a.c,"    short data;
",1
CWE190_Integer_Overflow__short_rand_add_54a.c,"{
",1
CWE78_OS_Command_Injection__char_console_execl_05.c,"    EXECL(COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE197_Numeric_Truncation_Error__int_rand_to_short_04.c,"        short shortData = (short)data;
",1
CWE415_Double_Free__new_delete_array_int64_t_63a.cpp,"{
",1
CWE369_Divide_by_Zero__float_fscanf_72a.cpp,"    vector<float> dataVector;
",1
CWE590_Free_Memory_Not_on_Heap__free_long_alloca_72a.cpp,"    vector<long *> dataVector;
",1
CWE416_Use_After_Free__return_freed_ptr_08.c,"        return reversedString;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int64_t_placement_new_10.cpp,"    delete data;
",1
CWE369_Divide_by_Zero__float_connect_socket_09.c,"            int result = (int)(100.0 / data);
",1
CWE190_Integer_Overflow__unsigned_int_max_preinc_32.c,"            ++data;
",1
CWE190_Integer_Overflow__int_listen_socket_multiply_83a.cpp,,1
CWE134_Uncontrolled_Format_String__char_connect_socket_vfprintf_10.c,"        vfprintf(stdout, data, args);
",1
CWE190_Integer_Overflow__int64_t_rand_add_84a.cpp,"
",1
CWE190_Integer_Overflow__short_fscanf_add_06.c,"            short result = data + 1;
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_fgets_44.c,"            myString = (char *)malloc(data*sizeof(char));
",1
CWE190_Integer_Overflow__char_fscanf_preinc_18.c,"        ++data;
",1
CWE590_Free_Memory_Not_on_Heap__free_struct_alloca_01.c,"    free(data);
",1
CWE252_Unchecked_Return_Value__char_putc_04.c,"        putc((int)'A', stdout);
",1
CWE190_Integer_Overflow__int_max_add_17.c,"            int result = data + 1;
",1
CWE134_Uncontrolled_Format_String__char_console_printf_84_bad.cpp,"    printf(data);
",1
CWE758_Undefined_Behavior__no_return_01.c,"}
",1
CWE415_Double_Free__new_delete_int64_t_66a.cpp,"    int64_t * data;
",1
CWE690_NULL_Deref_From_Return__int64_t_calloc_68a.c,"{
",1
CWE369_Divide_by_Zero__int_fscanf_modulo_41.c,"    printIntLine(100 % data);
",1
CWE690_NULL_Deref_From_Return__char_calloc_08.c,"        strcpy(data, ""Initialize"");
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_72a.cpp,"    vector<int> dataVector;
",1
CWE190_Integer_Overflow__int_fgets_multiply_65a.c,"    int data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_long_declare_32.cpp,"        delete [] data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_placement_new_72a.cpp,"    vector<int *> dataVector;
",1
CWE190_Integer_Overflow__int_fscanf_multiply_42.c,"        int result = data * 2;
",1
CWE190_Integer_Overflow__short_fscanf_postinc_61a.c,"        data++;
",1
CWE134_Uncontrolled_Format_String__char_console_vprintf_01.c,"        vprintf(data, args);
",1
CWE134_Uncontrolled_Format_String__char_console_vfprintf_82_bad.cpp,"        vfprintf(stdout, data, args);
",1
CWE690_NULL_Deref_From_Return__struct_realloc_82a.cpp,"    twoIntsStruct * data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_array_char_declare_04.cpp,"    delete [] data;
",1
CWE467_Use_of_sizeof_on_Pointer_Type__short_02.c,"            badShort = (short *)malloc(sizeof(badShort));
",1
CWE190_Integer_Overflow__int_listen_socket_add_21.c,"            int result = data + 1;
",1
CWE134_Uncontrolled_Format_String__char_environment_printf_73a.cpp,"
",1
CWE590_Free_Memory_Not_on_Heap__free_char_static_14.c,"    free(data);
",1
CWE369_Divide_by_Zero__int_fscanf_modulo_62a.cpp,"    printIntLine(100 % data);
",1
CWE590_Free_Memory_Not_on_Heap__free_char_alloca_73a.cpp,"    list<char *> dataList;
",1
CWE190_Integer_Overflow__short_max_add_84a.cpp,"
",1
CWE457_Use_of_Uninitialized_Variable__int_array_declare_partial_init_06.c,"                printIntLine(data[i]);
",1
CWE190_Integer_Overflow__int_fgets_square_67a.c,"    int data;
",1
CWE78_OS_Command_Injection__char_console_execlp_03.c,"    EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE78_OS_Command_Injection__char_console_execlp_84_bad.cpp,"    EXECLP(COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_square_63a.c,"    unsigned int data;
",1
CWE590_Free_Memory_Not_on_Heap__delete_char_alloca_67a.cpp,"    char * data;
",1
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_63a.c,"    int data;
",1
CWE190_Integer_Overflow__char_rand_multiply_62a.cpp,"        char result = data * 2;
",1
CWE190_Integer_Overflow__int64_t_fscanf_multiply_82a.cpp,"    data = 0LL;
",1
CWE190_Integer_Overflow__char_fscanf_multiply_34.c,"            char result = data * 2;
",1
CWE415_Double_Free__malloc_free_char_84_bad.cpp,"    free(data);
",1
CWE457_Use_of_Uninitialized_Variable__int_10.c,"        printIntLine(data);
",1
CWE78_OS_Command_Injection__char_console_system_13.c,"    if (SYSTEM(data) != 0)
",1
CWE690_NULL_Deref_From_Return__long_calloc_06.c,"        data[0] = 5L;
",1
CWE197_Numeric_Truncation_Error__short_fgets_63a.c,"    short data;
",1
CWE190_Integer_Overflow__short_fscanf_add_44.c,"        short result = data + 1;
",1
CWE476_NULL_Pointer_Dereference__char_04.c,"        printHexCharLine(data[0]);
",1
CWE415_Double_Free__new_delete_int_21.cpp,"        delete data;
",1
CWE190_Integer_Overflow__unsigned_int_fscanf_postinc_44.c,"        data++;
",1
CWE197_Numeric_Truncation_Error__int_listen_socket_to_char_06.c,"        char charData = (char)data;
",1
CWE457_Use_of_Uninitialized_Variable__double_array_alloca_partial_init_07.c,"                printDoubleLine(data[i]);
",1
CWE252_Unchecked_Return_Value__char_fscanf_08.c,"            fscanf(stdin, ""%99s\0"", data);
",1
CWE369_Divide_by_Zero__int_rand_modulo_10.c,"        printIntLine(100 % data);
",1
CWE190_Integer_Overflow__int_max_preinc_16.c,"            ++data;
",1
CWE134_Uncontrolled_Format_String__char_console_fprintf_81a.cpp,"    char * data;
",1
CWE252_Unchecked_Return_Value__char_fputc_15.c,"        fputc((int)'A', stdout);
",1
CWE789_Uncontrolled_Mem_Alloc__malloc_char_fscanf_13.c,"                myString = (char *)malloc(data*sizeof(char));
",1
CWE457_Use_of_Uninitialized_Variable__new_int_array_partial_init_15.cpp,"            printIntLine(data[i]);
",1
CWE690_NULL_Deref_From_Return__long_realloc_10.c,"        data[0] = 5L;
",1
CWE190_Integer_Overflow__int_listen_socket_preinc_11.c,"            ++data;
",1
CWE369_Divide_by_Zero__int_zero_modulo_06.c,"        printIntLine(100 % data);
",1
CWE369_Divide_by_Zero__float_connect_socket_65a.c,"{
",1
CWE590_Free_Memory_Not_on_Heap__delete_int_declare_09.cpp,"    delete data;
",1
CWE190_Integer_Overflow__int_connect_socket_postinc_63a.c,"    int data;
",1
CWE190_Integer_Overflow__char_max_square_61a.c,"        char result = data * data;
",1
